Lead City,Sales Date,Sales Week,Leads Created,Leads accepted,Qualify_Confirm_Lead,Select_Partner,Install_Request,Installed
City 2,27-09-2021,27-09-2021,4,4,4,1,1,1
City 2,27-09-2021,27-09-2021,234,227,97,73,63,50
City 2,27-09-2021,27-09-2021,71,75,51,34,23,20
City 2,28-09-2021,27-09-2021,2,2,2,1,2,2
City 2,28-09-2021,27-09-2021,348,327,94,65,61,49
City 2,28-09-2021,27-09-2021,89,76,47,35,29,24
City 2,29-09-2021,27-09-2021,10,9,9,9,9,6
City 2,29-09-2021,27-09-2021,294,284,89,70,61,51
City 2,29-09-2021,27-09-2021,58,63,43,28,24,21
City 2,30-09-2021,27-09-2021,5,6,4,3,2,6
City 2,30-09-2021,27-09-2021,278,274,94,81,75,82
City 2,30-09-2021,27-09-2021,66,59,44,32,27,29
City 2,1/10/21,27-09-2021,4,4,4,4,4,0
City 2,1/10/21,27-09-2021,190,193,95,72,66,48
City 2,1/10/21,27-09-2021,65,64,51,38,34,23
City 2,2/10/21,27-09-2021,8,7,6,6,5,6
City 2,2/10/21,27-09-2021,283,264,101,80,78,60
City 2,2/10/21,27-09-2021,66,53,45,37,35,28
City 2,3/10/21,27-09-2021,5,6,7,7,7,7
City 2,3/10/21,27-09-2021,218,212,88,66,62,65
City 2,3/10/21,27-09-2021,81,90,60,50,43,35
City 2,4/10/21,4/10/21,8,8,7,7,6,6
City 2,4/10/21,4/10/21,202,203,84,67,55,48
City 2,4/10/21,4/10/21,65,61,49,37,31,22
City 2,5/10/21,4/10/21,23,22,6,6,6,6
City 2,5/10/21,4/10/21,283,279,98,67,64,48
City 2,5/10/21,4/10/21,74,78,61,51,44,27
City 2,6/10/21,4/10/21,11,10,9,9,9,7
City 2,6/10/21,4/10/21,182,166,70,60,54,53
City 2,6/10/21,4/10/21,66,60,47,35,31,32
City 2,7/10/21,4/10/21,9,9,11,11,11,12
City 2,7/10/21,4/10/21,259,245,132,125,102,62
City 2,7/10/21,4/10/21,76,74,55,51,41,30
City 2,8/10/21,4/10/21,20,20,12,10,11,12
City 2,8/10/21,4/10/21,272,266,172,151,121,82
City 2,8/10/21,4/10/21,101,85,70,60,47,37
City 2,9/10/21,4/10/21,21,14,13,13,10,6
City 2,9/10/21,4/10/21,421,308,179,131,130,105
City 2,9/10/21,4/10/21,170,100,83,64,56,43
City 2,10/10/21,4/10/21,21,19,11,11,14,14
City 2,10/10/21,4/10/21,290,299,178,125,113,127
City 2,10/10/21,4/10/21,101,115,85,62,55,48
City 2,11/10/21,11/10/21,9,10,9,9,9,12
City 2,11/10/21,11/10/21,199,225,125,94,82,61
City 2,11/10/21,11/10/21,110,117,93,69,61,36
City 2,12/10/21,11/10/21,16,13,13,13,12,11
City 2,12/10/21,11/10/21,219,240,149,120,112,84
City 2,12/10/21,11/10/21,84,108,67,55,54,43
City 2,13-10-2021,11/10/21,14,12,11,10,10,10
City 2,13-10-2021,11/10/21,247,260,121,109,91,84
City 2,13-10-2021,11/10/21,88,86,61,49,45,38
City 2,14-10-2021,11/10/21,15,14,9,9,7,9
City 2,14-10-2021,11/10/21,208,217,131,101,101,76
City 2,14-10-2021,11/10/21,77,78,51,40,37,34
City 2,15-10-2021,11/10/21,13,12,5,5,7,6
City 2,15-10-2021,11/10/21,181,159,112,91,89,87
City 2,15-10-2021,11/10/21,74,71,58,51,43,31
City 2,16-10-2021,11/10/21,13,12,11,11,10,6
City 2,16-10-2021,11/10/21,238,242,153,119,107,89
City 2,16-10-2021,11/10/21,90,83,65,58,48,42
City 2,17-10-2021,11/10/21,7,7,7,8,4,6
City 2,17-10-2021,11/10/21,235,226,143,129,126,93
City 2,17-10-2021,11/10/21,91,83,75,71,70,49
City 2,18-10-2021,18-10-2021,13,9,9,9,13,8
City 2,18-10-2021,18-10-2021,202,198,145,114,108,80
City 2,18-10-2021,18-10-2021,83,70,62,46,41,41
City 2,19-10-2021,18-10-2021,25,23,17,16,11,10
City 2,19-10-2021,18-10-2021,217,204,131,108,107,91
City 2,19-10-2021,18-10-2021,99,99,83,71,59,45
City 2,20-10-2021,18-10-2021,9,7,7,7,6,7
City 2,20-10-2021,18-10-2021,250,231,135,106,95,97
City 2,20-10-2021,18-10-2021,92,83,59,53,48,42
City 2,21-10-2021,18-10-2021,19,15,12,12,11,11
City 2,21-10-2021,18-10-2021,218,201,140,116,106,89
City 2,21-10-2021,18-10-2021,78,81,70,59,51,51
City 2,22-10-2021,18-10-2021,7,6,5,5,5,4
City 2,22-10-2021,18-10-2021,204,215,126,104,100,80
City 2,22-10-2021,18-10-2021,90,81,64,49,41,38
City 2,23-10-2021,18-10-2021,11,10,9,8,6,4
City 2,23-10-2021,18-10-2021,314,232,165,116,99,93
City 2,23-10-2021,18-10-2021,149,101,73,59,50,33
City 2,24-10-2021,18-10-2021,12,11,10,10,9,9
City 2,24-10-2021,18-10-2021,243,273,177,114,111,100
City 2,24-10-2021,18-10-2021,61,89,65,49,42,42
City 2,25-10-2021,25-10-2021,12,11,12,11,11,7
City 2,25-10-2021,25-10-2021,173,177,118,85,76,58
City 2,25-10-2021,25-10-2021,85,67,53,48,40,31
City 2,26-10-2021,25-10-2021,16,12,12,13,14,12
City 2,26-10-2021,25-10-2021,405,386,154,102,97,72
City 2,26-10-2021,25-10-2021,98,95,63,38,38,28
City 2,27-10-2021,25-10-2021,19,17,7,7,7,9
City 2,27-10-2021,25-10-2021,462,453,122,88,89,87
City 2,27-10-2021,25-10-2021,187,170,68,53,49,33
City 2,28-10-2021,25-10-2021,19,19,8,8,8,6
City 2,28-10-2021,25-10-2021,513,507,114,85,87,90
City 2,28-10-2021,25-10-2021,288,265,57,40,39,44
City 2,29-10-2021,25-10-2021,40,32,7,7,5,7
City 2,29-10-2021,25-10-2021,486,466,143,111,98,91
City 2,29-10-2021,25-10-2021,279,262,74,63,57,41
City 2,30-10-2021,25-10-2021,34,30,13,13,14,13
City 2,30-10-2021,25-10-2021,431,407,160,134,128,97
City 2,30-10-2021,25-10-2021,181,182,73,58,53,52
City 2,31-10-2021,25-10-2021,33,27,19,19,19,14
City 2,31-10-2021,25-10-2021,362,331,190,155,144,156
City 2,31-10-2021,25-10-2021,208,182,75,66,63,65
City 2,1/11/21,1/11/21,18,19,13,11,10,4
City 2,1/11/21,1/11/21,266,270,99,58,55,52
City 2,1/11/21,1/11/21,222,225,64,49,42,38
City 2,2/11/21,1/11/21,4,4,3,4,4,6
City 2,2/11/21,1/11/21,245,239,87,68,66,67
City 2,2/11/21,1/11/21,197,191,37,29,29,30
City 2,3/11/21,1/11/21,4,3,2,2,1,0
City 2,3/11/21,1/11/21,196,195,65,50,50,51
City 2,3/11/21,1/11/21,60,59,35,32,29,24
City 2,4/11/21,1/11/21,7,7,1,1,1,2
City 2,4/11/21,1/11/21,43,50,36,18,20,10
City 2,4/11/21,1/11/21,23,20,17,12,11,10
City 2,5/11/21,1/11/21,18,16,5,5,4,2
City 2,5/11/21,1/11/21,104,96,71,42,38,19
City 2,5/11/21,1/11/21,38,37,27,18,17,13
City 2,6/11/21,1/11/21,14,14,15,13,12,8
City 2,6/11/21,1/11/21,198,191,105,85,76,43
City 2,6/11/21,1/11/21,94,88,46,47,33,28
City 2,7/11/21,1/11/21,15,13,13,14,14,19
City 2,7/11/21,1/11/21,247,229,128,91,90,116
City 2,7/11/21,1/11/21,122,100,57,48,48,39
City 2,8/11/21,8/11/21,17,15,7,8,5,7
City 2,8/11/21,8/11/21,351,330,106,73,66,52
City 2,8/11/21,8/11/21,174,166,70,46,40,29
City 2,9/11/21,8/11/21,22,20,11,11,11,8
City 2,9/11/21,8/11/21,434,416,159,83,81,71
City 2,9/11/21,8/11/21,214,204,64,45,42,43
City 2,10/11/21,8/11/21,19,15,10,9,8,10
City 2,10/11/21,8/11/21,422,355,109,82,76,67
City 2,10/11/21,8/11/21,242,191,53,44,42,35
City 2,11/11/21,8/11/21,29,27,8,8,9,9
City 2,11/11/21,8/11/21,374,361,112,77,76,77
City 2,11/11/21,8/11/21,170,163,50,39,36,38
City 2,12/11/21,8/11/21,22,18,10,10,10,13
City 2,12/11/21,8/11/21,329,325,110,84,81,70
City 2,12/11/21,8/11/21,137,137,57,50,48,41
City 2,13-11-2021,8/11/21,29,28,10,10,10,11
City 2,13-11-2021,8/11/21,309,299,118,91,87,86
City 2,13-11-2021,8/11/21,175,163,78,55,49,45
City 2,14-11-2021,8/11/21,21,21,17,14,14,16
City 2,14-11-2021,8/11/21,374,364,135,107,108,125
City 2,14-11-2021,8/11/21,94,93,68,55,51,44
City 2,15-11-2021,15-11-2021,10,8,5,7,6,3
City 2,15-11-2021,15-11-2021,337,331,90,58,50,45
City 2,15-11-2021,15-11-2021,155,141,60,56,43,35
City 2,16-11-2021,15-11-2021,33,28,12,12,9,8
City 2,16-11-2021,15-11-2021,327,323,83,66,64,60
City 2,16-11-2021,15-11-2021,220,201,51,41,36,36
City 2,17-11-2021,15-11-2021,39,37,5,4,5,8
City 2,17-11-2021,15-11-2021,382,354,111,80,73,73
City 2,17-11-2021,15-11-2021,230,206,47,39,36,39
City 2,18-11-2021,15-11-2021,24,21,6,5,5,4
City 2,18-11-2021,15-11-2021,334,312,86,61,60,49
City 2,18-11-2021,15-11-2021,201,187,43,35,30,33
City 2,19-11-2021,15-11-2021,18,16,6,5,5,6
City 2,19-11-2021,15-11-2021,389,384,102,80,77,75
City 2,19-11-2021,15-11-2021,194,180,42,34,30,28
City 2,20-11-2021,15-11-2021,25,23,16,16,14,8
City 2,20-11-2021,15-11-2021,333,305,108,86,84,69
City 2,20-11-2021,15-11-2021,204,196,58,45,43,34
City 2,21-11-2021,15-11-2021,35,22,5,5,8,9
City 2,21-11-2021,15-11-2021,294,279,121,94,88,92
City 2,21-11-2021,15-11-2021,167,165,62,52,46,53
City 2,22-11-2021,22-11-2021,11,9,6,6,4,5
City 2,22-11-2021,22-11-2021,217,201,80,53,49,38
City 2,22-11-2021,22-11-2021,54,51,27,24,21,12
City 2,23-11-2021,22-11-2021,25,22,11,11,8,6
City 2,23-11-2021,22-11-2021,347,329,100,65,66,66
City 2,23-11-2021,22-11-2021,183,170,55,39,34,30
City 2,24-11-2021,22-11-2021,19,18,10,10,12,8
City 2,24-11-2021,22-11-2021,318,312,96,78,74,52
City 2,24-11-2021,22-11-2021,209,202,46,34,34,34
City 2,25-11-2021,22-11-2021,14,14,10,10,10,16
City 2,25-11-2021,22-11-2021,307,300,105,90,85,79
City 2,25-11-2021,22-11-2021,194,185,45,33,30,35
City 2,26-11-2021,22-11-2021,29,25,7,7,7,10
City 2,26-11-2021,22-11-2021,275,272,93,72,70,62
City 2,26-11-2021,22-11-2021,149,137,47,38,36,24
City 2,27-11-2021,22-11-2021,16,13,11,11,10,5
City 2,27-11-2021,22-11-2021,319,309,111,86,79,78
City 2,27-11-2021,22-11-2021,323,308,60,52,47,45
City 2,28-11-2021,22-11-2021,23,20,11,11,12,11
City 2,28-11-2021,22-11-2021,272,253,141,111,112,125
City 2,28-11-2021,22-11-2021,257,251,87,76,74,76
City 2,29-11-2021,29-11-2021,3,3,4,4,4,7
City 2,29-11-2021,29-11-2021,275,263,76,58,53,59
City 2,29-11-2021,29-11-2021,122,115,41,31,23,18
City 2,30-11-2021,29-11-2021,35,35,9,8,8,8
City 2,30-11-2021,29-11-2021,364,352,67,38,33,29
City 2,30-11-2021,29-11-2021,155,146,34,18,17,19
City 2,1/12/21,29-11-2021,19,16,6,6,6,5
City 2,1/12/21,29-11-2021,353,335,91,49,46,42
City 2,1/12/21,29-11-2021,221,208,44,22,16,21
City 2,2/12/21,29-11-2021,16,15,8,5,5,7
City 2,2/12/21,29-11-2021,307,313,77,43,40,32
City 2,2/12/21,29-11-2021,194,184,34,26,23,17
City 2,3/12/21,29-11-2021,30,28,4,5,5,4
City 2,3/12/21,29-11-2021,401,379,74,47,40,32
City 2,3/12/21,29-11-2021,275,277,47,25,23,22
City 2,4/12/21,29-11-2021,23,23,7,7,6,4
City 2,4/12/21,29-11-2021,513,491,105,71,62,46
City 2,4/12/21,29-11-2021,210,188,76,58,49,35
City 2,5/12/21,29-11-2021,32,31,5,4,3,3
City 2,5/12/21,29-11-2021,492,466,100,67,63,59
City 2,5/12/21,29-11-2021,150,147,58,40,32,38
City 2,6/12/21,6/12/21,29,29,8,7,6,6
City 2,6/12/21,6/12/21,347,348,95,55,50,40
City 2,6/12/21,6/12/21,110,117,51,28,25,18
City 2,7/12/21,6/12/21,26,24,3,2,3,2
City 2,7/12/21,6/12/21,393,372,63,40,37,45
City 2,7/12/21,6/12/21,278,260,41,31,23,20
City 2,8/12/21,6/12/21,32,30,11,10,9,8
City 2,8/12/21,6/12/21,375,340,85,60,56,46
City 2,8/12/21,6/12/21,165,146,55,40,36,32
City 2,9/12/21,6/12/21,32,32,8,8,8,3
City 2,9/12/21,6/12/21,437,422,98,57,54,44
City 2,9/12/21,6/12/21,102,93,46,31,26,22
City 2,10/12/21,6/12/21,22,19,6,5,5,11
City 2,10/12/21,6/12/21,426,405,99,50,48,49
City 2,10/12/21,6/12/21,131,112,63,32,30,35
City 2,11/12/21,6/12/21,31,28,9,7,7,3
City 2,11/12/21,6/12/21,404,397,101,69,61,56
City 2,11/12/21,6/12/21,139,133,50,38,38,41
City 2,12/12/21,6/12/21,16,17,2,1,1,5
City 2,12/12/21,6/12/21,458,443,98,57,52,49
City 2,12/12/21,6/12/21,102,114,65,50,43,39
City 2,13-12-2021,13-12-2021,6,5,4,2,2,3
City 2,13-12-2021,13-12-2021,347,321,72,41,38,38
City 2,13-12-2021,13-12-2021,103,93,60,28,28,25
City 2,14-12-2021,13-12-2021,14,12,3,2,2,2
City 2,14-12-2021,13-12-2021,388,379,94,57,53,47
City 2,14-12-2021,13-12-2021,149,151,43,27,28,27
City 2,15-12-2021,13-12-2021,39,36,5,4,4,2
City 2,15-12-2021,13-12-2021,426,405,75,46,47,43
City 2,15-12-2021,13-12-2021,152,151,53,35,26,24
City 2,16-12-2021,13-12-2021,31,31,1,1,1,4
City 2,16-12-2021,13-12-2021,413,389,93,55,55,57
City 2,16-12-2021,13-12-2021,380,365,54,34,32,29
City 2,17-12-2021,13-12-2021,15,14,3,3,1,1
City 2,17-12-2021,13-12-2021,423,409,92,59,52,44
City 2,17-12-2021,13-12-2021,93,99,49,31,27,24
City 2,18-12-2021,13-12-2021,54,46,13,10,8,7
City 2,18-12-2021,13-12-2021,491,459,107,79,69,54
City 2,18-12-2021,13-12-2021,256,241,39,29,27,27
City 2,19-12-2021,13-12-2021,27,20,7,7,5,2
City 2,19-12-2021,13-12-2021,434,397,86,54,54,61
City 2,19-12-2021,13-12-2021,130,115,50,39,29,30
City 2,20-12-2021,20-12-2021,46,44,4,4,4,4
City 2,20-12-2021,20-12-2021,332,320,75,53,49,43
City 2,20-12-2021,20-12-2021,176,170,60,37,29,19
City 2,21-12-2021,20-12-2021,23,23,6,5,4,5
City 2,21-12-2021,20-12-2021,367,352,97,54,50,45
City 2,21-12-2021,20-12-2021,115,121,48,31,24,28
City 2,22-12-2021,20-12-2021,21,19,6,6,5,4
City 2,22-12-2021,20-12-2021,489,478,84,61,60,49
City 2,22-12-2021,20-12-2021,181,172,58,40,33,28
City 2,23-12-2021,20-12-2021,50,49,5,5,5,6
City 2,23-12-2021,20-12-2021,412,391,99,57,53,47
City 2,23-12-2021,20-12-2021,424,397,50,34,28,23
City 2,24-12-2021,20-12-2021,45,42,5,4,3,1
City 2,24-12-2021,20-12-2021,443,411,83,67,61,53
City 2,24-12-2021,20-12-2021,141,130,52,38,33,29
City 2,25-12-2021,20-12-2021,65,57,9,9,8,5
City 2,25-12-2021,20-12-2021,422,401,92,73,71,51
City 2,25-12-2021,20-12-2021,87,88,47,31,30,25
City 2,26-12-2021,20-12-2021,37,36,14,11,11,7
City 2,26-12-2021,20-12-2021,378,364,95,61,58,64
City 2,26-12-2021,20-12-2021,81,75,44,34,26,24
City 2,27-12-2021,27-12-2021,29,25,5,5,5,3
City 2,27-12-2021,27-12-2021,342,331,81,52,47,48
City 2,27-12-2021,27-12-2021,110,100,55,30,27,21
City 2,28-12-2021,27-12-2021,58,54,5,3,3,3
City 2,28-12-2021,27-12-2021,443,430,99,57,49,37
City 2,28-12-2021,27-12-2021,133,122,56,40,30,20
City 2,29-12-2021,27-12-2021,60,57,9,7,4,4
City 2,29-12-2021,27-12-2021,496,476,107,76,68,45
City 2,29-12-2021,27-12-2021,135,132,53,32,31,33
City 2,30-12-2021,27-12-2021,30,29,7,7,9,6
City 2,30-12-2021,27-12-2021,496,477,116,72,69,63
City 2,30-12-2021,27-12-2021,225,218,61,39,28,28
City 2,31-12-2021,27-12-2021,22,20,11,10,8,7
City 2,31-12-2021,27-12-2021,325,317,96,62,56,67
City 2,31-12-2021,27-12-2021,99,105,63,34,30,24
City 2,1/1/22,27-12-2021,7,6,4,4,4,5
City 2,1/1/22,27-12-2021,181,180,94,56,54,38
City 2,1/1/22,27-12-2021,93,88,55,34,30,24
City 2,2/1/22,27-12-2021,23,23,11,9,8,9
City 2,2/1/22,27-12-2021,475,451,111,76,76,75
City 2,2/1/22,27-12-2021,130,122,101,61,58,42
City 2,3/1/22,3/1/22,18,17,8,7,5,2
City 2,3/1/22,3/1/22,362,326,106,63,59,54
City 2,3/1/22,3/1/22,133,117,98,63,61,44
City 2,4/1/22,3/1/22,58,53,16,15,13,5
City 2,4/1/22,3/1/22,494,455,114,70,64,49
City 2,4/1/22,3/1/22,122,110,87,71,57,52
City 2,5/1/22,3/1/22,25,23,13,14,12,0
City 2,5/1/22,3/1/22,355,324,107,55,57,27
City 2,5/1/22,3/1/22,141,116,89,54,45,15
City 2,6/1/22,3/1/22,18,16,11,11,10,10
City 2,6/1/22,3/1/22,462,419,139,95,85,91
City 2,6/1/22,3/1/22,160,141,100,78,53,65
City 2,7/1/22,3/1/22,21,19,10,9,10,13
City 2,7/1/22,3/1/22,521,494,137,86,78,71
City 2,7/1/22,3/1/22,236,222,80,49,45,40
City 2,8/1/22,3/1/22,11,11,7,5,5,5
City 2,8/1/22,3/1/22,403,383,169,117,112,54
City 2,8/1/22,3/1/22,208,192,101,59,51,30
City 2,9/1/22,3/1/22,22,20,8,8,8,7
City 2,9/1/22,3/1/22,383,351,150,98,85,101
City 2,9/1/22,3/1/22,134,132,107,71,59,58
City 2,10/1/22,10/1/22,26,26,12,11,10,6
City 2,10/1/22,10/1/22,335,312,146,97,92,88
City 2,10/1/22,10/1/22,212,218,97,73,61,43
City 2,11/1/22,10/1/22,24,23,15,11,12,7
City 2,11/1/22,10/1/22,450,415,171,120,118,89
City 2,11/1/22,10/1/22,180,155,95,63,58,56
City 2,12/1/22,10/1/22,40,39,18,19,18,13
City 2,12/1/22,10/1/22,434,437,173,118,98,90
City 2,12/1/22,10/1/22,138,147,97,80,71,61
City 2,13-01-2022,10/1/22,30,26,17,15,13,9
City 2,13-01-2022,10/1/22,278,279,132,81,77,73
City 2,13-01-2022,10/1/22,305,298,92,56,51,53
City 2,14-01-2022,10/1/22,12,13,10,7,8,8
City 2,14-01-2022,10/1/22,324,346,158,99,96,73
City 2,14-01-2022,10/1/22,209,226,66,51,45,42
City 2,15-01-2022,10/1/22,24,22,13,13,12,4
City 2,15-01-2022,10/1/22,371,386,157,104,100,87
City 2,15-01-2022,10/1/22,117,122,69,54,49,53
City 2,16-01-2022,10/1/22,30,24,15,16,16,10
City 2,16-01-2022,10/1/22,365,369,145,107,108,102
City 2,16-01-2022,10/1/22,134,135,62,55,47,45
City 2,17-01-2022,17-01-2022,11,11,4,4,4,4
City 2,17-01-2022,17-01-2022,294,261,116,82,77,72
City 2,17-01-2022,17-01-2022,110,90,53,41,34,35
City 2,18-01-2022,17-01-2022,12,10,9,8,8,13
City 2,18-01-2022,17-01-2022,400,386,128,95,88,75
City 2,18-01-2022,17-01-2022,189,178,81,52,47,37
City 2,19-01-2022,17-01-2022,18,18,3,3,2,5
City 2,19-01-2022,17-01-2022,413,382,123,88,80,68
City 2,19-01-2022,17-01-2022,281,268,86,54,46,38
City 2,20-01-2022,17-01-2022,13,13,4,2,2,5
City 2,20-01-2022,17-01-2022,340,334,128,95,93,77
City 2,20-01-2022,17-01-2022,179,165,78,49,45,41
City 2,21-01-2022,17-01-2022,3,3,1,1,2,4
City 2,21-01-2022,17-01-2022,423,396,136,88,87,82
City 2,21-01-2022,17-01-2022,122,109,71,52,38,35
City 2,22-01-2022,17-01-2022,4,5,2,2,2,2
City 2,22-01-2022,17-01-2022,327,320,131,96,88,66
City 2,22-01-2022,17-01-2022,243,245,75,48,40,28
City 2,23-01-2022,17-01-2022,8,6,3,2,2,1
City 2,23-01-2022,17-01-2022,410,374,126,87,76,83
City 2,23-01-2022,17-01-2022,142,127,74,45,39,39
City 2,24-01-2022,24-01-2022,7,6,2,1,1,0
City 2,24-01-2022,24-01-2022,396,375,141,86,84,78
City 2,24-01-2022,24-01-2022,159,144,79,58,47,37
City 2,25-01-2022,24-01-2022,13,13,4,4,4,1
City 2,25-01-2022,24-01-2022,414,401,142,93,78,68
City 2,25-01-2022,24-01-2022,159,138,76,53,44,45
City 2,26-01-2022,24-01-2022,8,6,4,3,3,4
City 2,26-01-2022,24-01-2022,314,313,141,84,84,70
City 2,26-01-2022,24-01-2022,244,259,75,39,32,26
City 2,27-01-2022,24-01-2022,10,8,5,5,3,4
City 2,27-01-2022,24-01-2022,330,321,108,73,69,73
City 2,27-01-2022,24-01-2022,138,135,66,51,40,41
City 2,28-01-2022,24-01-2022,18,18,4,3,4,4
City 2,28-01-2022,24-01-2022,418,409,113,66,59,54
City 2,28-01-2022,24-01-2022,217,212,58,42,39,36
City 2,29-01-2022,24-01-2022,10,10,8,8,8,5
City 2,29-01-2022,24-01-2022,420,425,144,98,87,84
City 2,29-01-2022,24-01-2022,187,193,68,42,39,28
City 2,30-01-2022,24-01-2022,10,8,7,4,4,6
City 2,30-01-2022,24-01-2022,308,299,142,105,95,81
City 2,30-01-2022,24-01-2022,113,114,71,45,39,43
City 2,31-01-2022,31-01-2022,17,15,8,7,6,3
City 2,31-01-2022,31-01-2022,318,294,122,90,93,78
City 2,31-01-2022,31-01-2022,133,126,63,35,32,31
City 2,1/2/22,31-01-2022,13,13,6,7,7,8
City 2,1/2/22,31-01-2022,414,388,145,100,94,78
City 2,1/2/22,31-01-2022,152,149,69,47,45,30
City 2,2/2/22,31-01-2022,9,9,3,3,3,5
City 2,2/2/22,31-01-2022,299,299,109,69,61,74
City 2,2/2/22,31-01-2022,222,216,84,56,47,42
City 2,3/2/22,31-01-2022,11,9,5,5,4,1
City 2,3/2/22,31-01-2022,269,284,108,68,66,55
City 2,3/2/22,31-01-2022,228,227,71,50,42,30
City 2,4/2/22,31-01-2022,13,12,5,3,3,5
City 2,4/2/22,31-01-2022,283,263,107,79,77,66
City 2,4/2/22,31-01-2022,200,187,63,51,39,42
City 2,5/2/22,31-01-2022,10,9,9,8,8,4
City 2,5/2/22,31-01-2022,271,265,131,93,75,77
City 2,5/2/22,31-01-2022,124,119,64,40,38,32
City 2,6/2/22,31-01-2022,10,10,9,9,8,4
City 2,6/2/22,31-01-2022,247,253,136,91,95,88
City 2,6/2/22,31-01-2022,152,147,76,61,51,54
City 2,7/2/22,7/2/22,5,5,6,5,4,4
City 2,7/2/22,7/2/22,286,274,97,64,58,61
City 2,7/2/22,7/2/22,160,153,65,47,40,33
City 2,8/2/22,7/2/22,6,6,5,5,5,6
City 2,8/2/22,7/2/22,408,391,114,84,77,66
City 2,8/2/22,7/2/22,184,179,51,38,30,27
City 2,9/2/22,7/2/22,7,7,4,4,4,3
City 2,9/2/22,7/2/22,375,367,117,79,69,58
City 2,9/2/22,7/2/22,211,189,57,42,35,32
City 2,10/2/22,7/2/22,13,13,10,10,10,5
City 2,10/2/22,7/2/22,236,232,112,67,65,58
City 2,10/2/22,7/2/22,173,168,64,42,38,37
City 2,11/2/22,7/2/22,8,7,5,5,5,13
City 2,11/2/22,7/2/22,328,304,103,65,62,54
City 2,11/2/22,7/2/22,269,263,59,42,40,36
City 2,12/2/22,7/2/22,19,15,15,14,12,2
City 2,12/2/22,7/2/22,294,291,107,71,69,67
City 2,12/2/22,7/2/22,180,186,74,55,53,42
City 2,13-02-2022,7/2/22,18,16,9,10,11,12
City 2,13-02-2022,7/2/22,259,245,105,74,71,70
City 2,13-02-2022,7/2/22,140,131,67,46,43,55
City 2,14-02-2022,14-02-2022,32,25,11,11,11,6
City 2,14-02-2022,14-02-2022,284,274,92,63,54,52
City 2,14-02-2022,14-02-2022,184,173,71,47,37,29
City 2,15-02-2022,14-02-2022,33,30,16,15,14,16
City 2,15-02-2022,14-02-2022,310,314,108,67,66,49
City 2,15-02-2022,14-02-2022,129,123,65,46,43,41
City 2,16-02-2022,14-02-2022,11,12,9,9,7,8
City 2,16-02-2022,14-02-2022,408,403,119,83,74,62
City 2,16-02-2022,14-02-2022,199,184,76,58,43,34
City 2,17-02-2022,14-02-2022,9,9,8,7,7,4
City 2,17-02-2022,14-02-2022,319,312,103,76,71,72
City 2,17-02-2022,14-02-2022,175,186,65,48,39,39
City 2,18-02-2022,14-02-2022,10,8,7,6,5,4
City 2,18-02-2022,14-02-2022,292,273,105,71,65,55
City 2,18-02-2022,14-02-2022,210,199,41,31,29,35
City 2,19-02-2022,14-02-2022,34,27,14,12,13,12
City 2,19-02-2022,14-02-2022,299,299,114,84,81,66
City 2,19-02-2022,14-02-2022,144,138,62,43,43,37
City 2,20-02-2022,14-02-2022,12,11,6,7,7,3
City 2,20-02-2022,14-02-2022,328,313,126,97,89,79
City 2,20-02-2022,14-02-2022,119,110,62,55,47,50
City 2,21-02-2022,21-02-2022,19,15,11,9,8,2
City 2,21-02-2022,21-02-2022,273,274,117,75,62,63
City 2,21-02-2022,21-02-2022,149,149,61,34,29,22
City 2,22-02-2022,21-02-2022,14,13,10,11,9,10
City 2,22-02-2022,21-02-2022,298,272,123,98,86,62
City 2,22-02-2022,21-02-2022,191,184,56,44,39,34
City 2,23-02-2022,21-02-2022,6,7,6,5,7,4
City 2,23-02-2022,21-02-2022,314,297,125,97,100,80
City 2,23-02-2022,21-02-2022,137,126,57,44,37,36
City 2,24-02-2022,21-02-2022,6,6,3,2,3,3
City 2,24-02-2022,21-02-2022,330,306,103,74,73,73
City 2,24-02-2022,21-02-2022,168,152,81,58,47,40
City 2,25-02-2022,21-02-2022,10,10,4,4,4,6
City 2,25-02-2022,21-02-2022,309,304,115,85,76,70
City 2,25-02-2022,21-02-2022,199,189,52,35,38,42
City 2,26-02-2022,21-02-2022,18,14,9,9,9,5
City 2,26-02-2022,21-02-2022,352,333,152,116,104,77
City 2,26-02-2022,21-02-2022,188,196,91,59,53,42
City 2,27-02-2022,21-02-2022,21,19,6,6,6,11
City 2,27-02-2022,21-02-2022,303,278,150,118,109,98
City 2,27-02-2022,21-02-2022,141,128,71,54,49,48
City 2,28-02-2022,28-02-2022,37,28,15,13,12,7
City 2,28-02-2022,28-02-2022,302,259,121,105,91,75
City 2,28-02-2022,28-02-2022,196,180,86,64,58,40
City 2,1/3/22,28-02-2022,36,33,18,16,14,9
City 2,1/3/22,28-02-2022,332,319,148,97,94,84
City 2,1/3/22,28-02-2022,166,164,86,56,50,48
City 2,2/3/22,28-02-2022,24,23,7,6,7,12
City 2,2/3/22,28-02-2022,277,259,98,69,66,69
City 2,2/3/22,28-02-2022,180,162,66,53,46,41
City 2,3/3/22,28-02-2022,27,26,8,10,10,10
City 2,3/3/22,28-02-2022,254,258,117,76,73,66
City 2,3/3/22,28-02-2022,242,228,69,51,44,43
City 2,4/3/22,28-02-2022,16,16,7,6,5,3
City 2,4/3/22,28-02-2022,253,246,126,94,85,79
